번호,제목,저자,출판사,출판일,Column1
16.0,US to spend $20m on animal health,unknown,PJB PUBLICATIONS LTD,2008.0,
17.0,Digital Angel to develop animal traceability systems,unknown,PJB PUBLICATIONS LTD,2008.0,
18.0,Animal board invited review: precision livestock farming for dairy cows with a focus on oestrus detection,T. Mottram,Cambridge University Press,2016.0,
19.0,Revisiting the open-field test: what does it really tell us about animal personality?,"Perals, Daniel; Griffin, Andrea S.; Bartomeus, Ignasi; Sol, Daniel","Elsevier Science B.V., Amsterdam",2017.0,
20.0,"Herbage intake, methane emissions and animal performance of steers grazing dwarf elephant grass v. dwarf elephant grass and peanut pastures",E. A. Andrade ; E. X. Almeida ; G. T. Raupp ; M. F. Miguel ; D. M. de Liz ; P. C. F. Carvalho ; C. Bayer ; H. M. N. Ribeiro-Filho,Cambridge University Press,2016.0,
21.0,In Focus:Featured Articles in This Month's Animal Behaviour,"Barrett, L.; Mann, J.","Elsevier Science B.V., Amsterdam",2008.0,
22.0,Pfizer buys animal genetics companies,unknown,PJB PUBLICATIONS LTD,2008.0,
23.0,Incorporating uncertainty into the study of animal social networks,"Lusseau, D.; Whitehead, H.; Gero, S.","Elsevier Science B.V., Amsterdam",2008.0,
24.0,In Focus:Featured Articles in This Month's Animal Behaviour,"Breed, M.; Barrett, L.","Elsevier Science B.V., Amsterdam",2008.0,
25.0,Rumen digestion and microbial protein synthesis by growing lambs fed high-concentrate diets: Effects of cereal processing and animal age,"Askar, A. R.; Guada, J. A.; Gonzalez, J. M.; de Vega, A.; Fondevila, M.","Elsevier Science B.V., Amsterdam.",2008.0,
26.0,An assessment of laboratory mouse welfare in UK animal units,"Leach, M.C.; Main, D.C.J.",UNIVERSITIES FEDERATION FOR ANIMAL WELFARE,2008.0,
27.0,Operant animal welfare: productive approaches and persistent difficulties,"Patterson-Kane, E.G.; Pittman, M.; Pajor, E.A.",UNIVERSITIES FEDERATION FOR ANIMAL WELFARE,2008.0,
28.0,French vets to help fight global animal diseases,unknown,PJB PUBLICATIONS LTD,2008.0,
29.0,Plant cell vaccines have potential to combat animal disease,unknown,PJB PUBLICATIONS LTD,2008.0,
30.0,Merial sponsors animal care,unknown,PJB PUBLICATIONS LTD,2008.0,
31.0,Animal health to contribute to S-P cost cutting,unknown,PJB PUBLICATIONS LTD,2008.0,
32.0,Spain introduces book on companion animal medicines,unknown,PJB PUBLICATIONS LTD,2008.0,
33.0,UK launches new committee for farm animal genetic resource,unknown,PJB PUBLICATIONS LTD,2008.0,
34.0,Revisiting the definition of animal tool use,"St Amant, R.; Horton, T. E.","Elsevier Science B.V., Amsterdam",2008.0,
35.0,Social defeat models in animal science: what we have learned from rodent models,"Toyoda, Atsushi",WiIey-Blackwell,2017.0,
36.0,Reviewers of Animal for 2016,unknown,Cambridge University Press,2016.0,
37.0,Market organization and animal genetic resource management: a revealed preference analysis of sheep pricing,K. Tindano ; N. Moula ; P. Leroy ; A. Traor챕 ; N. Antoine-Moussiaux,Cambridge University Press,2017.0,
38.0,The detour paradigm in animal cognition,"Kabadayi, C.; Bobrowicz, K.; Osvath, M.",Springer Science + Business Media,2018.0,
39.0,Animal finishing-phase response to modified intensive-early stocking on shortgrass rangeland1,"Harmoney, Keith R.; Jaeger, John R.",American Registry of Professional Animal Scientists (ARPAS),2015.0,
40.0,??Editorial ??Celebrating the 30th Anniversary of the Asian-Australasian Journal of Animal Sciences,"Ha,  Jong K.",THE ASIAN-AUSTRALASIAN ASSOCIATION OF ANIMAL,2018.0,
41.0,Social network analysis of animal behaviour: a promising tool for the study of sociality,"Wey, T.; Blumstein, D. T.; Shen, W.; Jordan, F.","Elsevier Science B.V., Amsterdam",2008.0,
42.0,In Focus:Featured Articles in This Month's Animal Behaviour,"Breed, M.; Barrett, L.","Elsevier Science B.V., Amsterdam",2008.0,
43.0,Within- and between-animal variance in methane emissions in non-lactating dairy cows,"Vlaming, J.B.; Lopez-Villalobos, N.; Brookes, I.M.; Hoskin, S.O.; Clark, H.",CSIRO,2008.0,
44.0,Mitigation strategies for greenhouse gas emissions from animal production systems: synergy between measuring and modelling at different scales,"van Groenigen, J.W.; Schils, R.L.M.; Velthof, G.L.; Kuikman, P.J.; Oudendag, D.A.; Oenema, O.",CSIRO,2008.0,
45.0,Targeted technologies for nitrous oxide abatement from animal agriculture,"de Klein, C.A.M.; Eckard, R.J.",CSIRO,2008.0,
46.0,Attitudes of Turkish veterinarians towards animal welfare,"Sabuncuoglu, N.; Coban, O.",UNIVERSITIES FEDERATION FOR ANIMAL WELFARE,2007.0,
47.0,Non-animal approaches for toxicokinetics in risk evaluations of food chemicals,Ans Punt ; Ad A. C. M. Peijnenburg ; Ron L. A. P. Hoogenboom ; Hans Bouwmeester,Altex,2017.0,
48.0,Animal Models in Peritoneal Dialysis,"Stojimirovic, B.; Trbojevic-Stankovic, J.; Nesic, D.",ROYAL VETERINARY AND AGRICULTURAL UNIVERSITY,2007.0,
49.0,Animal cognition: an integrative approach,"Kelly, D. M.",Springer Science + Business Media,2018.0,
50.0,Animal Board Invited Review: Comparing conventional and organic livestock production systems on different aspects of sustainability,C. P. A. van Wagenberg ; Y. de Haas ; H. Hogeveen ; M. M. van Krimpen ; M. P. M. Meuwissen ; C. E. van Middelaar ; T. B. Rodenburg,Cambridge University Press,2017.0,
51.0,Arana sells animal health division,unknown,PJB PUBLICATIONS LTD,2008.0,
52.0,Pfizer Animal Health posts 14% growth,unknown,PJB PUBLICATIONS LTD,2008.0,
53.0,Current available strategies to mitigate greenhouse gas emissions in livestock systems: an animal welfare perspective,P. Llonch ; M. J. Haskell ; R. J. Dewhurst ; S. P. Turner,Cambridge University Press,2017.0,
54.0,Mating strategies with genomic information reduce rates of inbreeding in animal breeding schemes without compromising genetic gain,H. Liu ; M. Henryon ; A. C. S첩rensen,Cambridge University Press,2017.0,
55.0,Validation of a multi-criteria evaluation model for animal welfare,P. Mart챠n ; I. Czycholl ; C. Buxad챕 ; J. Krieter,Cambridge University Press,2017.0,
56.0,Opinion paper: Food loss and waste to animal feed,H. P. S. Makkar,Cambridge University Press,2017.0,
57.0,Novel animal models of GARS-associated neuropathy by overexpression of mutant GARS using an adenoviral vector,Na Young Jeong ; In Ok Song ; Hyeong Seok Um ; Junyang Jung ; Youngbuhm Huh,Zoological Society of Korea,2015.0,
58.0,In Focus:Featured Articles in This Month's Animal Behaviour,"Barrett, L.; Breed, M.","Elsevier Science B.V., Amsterdam",2008.0,
59.0,OIE supports biotechnology for animal health,unknown,PJB PUBLICATIONS LTD,2008.0,
60.0,Merial aims to increase companion animal market value in France,unknown,PJB PUBLICATIONS LTD,2008.0,
61.0,Animal welfare: towards better global standards,unknown,PJB PUBLICATIONS LTD,2008.0,
62.0,Argentina helps strengthen animal health in Paraguay,unknown,PJB PUBLICATIONS LTD,2008.0,
63.0,Meridian Animal Health opens for business,unknown,PJB PUBLICATIONS LTD,2008.0,
64.0,MetaMorphix to enhance animal DNA screening,unknown,PJB PUBLICATIONS LTD,2008.0,
65.0,MSU receives $3.5m for dairy animal program,unknown,PJB PUBLICATIONS LTD,2007.0,
66.0,New Kansas animal ID center,unknown,PJB PUBLICATIONS LTD,2007.0,
67.0,Nutritional technologies in animal feed science and technology,"van der Poel, A. F.; Verstegen, M. W.; Robinson, P. H.","Elsevier Science B.V., Amsterdam.",2007.0,
68.0,"Papke, R. S., Kemp, D. J. & Rutowski, R. L. 2007. Multimodal signalling: structural ultraviolet reflectance predicts male mating success better than pheromones in the butterfly Colias eurytheme L. (Pieridae). Animal Behaviour, 73, 47-54.",unknown,"Elsevier Science B.V., Amsterdam",2007.0,
69.0,Animal Breeding and the Black Box of Biology,"van der Werf, J.",Blackwell Publishing Ltd,2007.0,
70.0,Supporting animal technicians implementing the 3RS,"Playle, L.; Scott, A.",IAT,2007.0,
71.0,Availability of Feed Resources and Animal Feeding Practices in Pauri District of Uttarakhand,Shukla Saraswati; Tiwari D.P.; Kumar Anil; Mondal B.C.,Animal Nutrition Association,2011.0,
72.0,Assessment of potential animal and poultry feed resources in Goa,Naik P.K.; Swain B.K.; Chakurkar E.B.; Singh N.P.,Animal Nutrition Association,2012.0,
73.0,Exogenous Enzymes in Animal Nutrition - Benefits and Limitations,Salem A.Z.M.; Odongo N.; Pattanaik A.K.,Animal Nutrition Association,2013.0,
74.0,Effect of Vegetable and Animal Protein Meal Combinations on The Mineral Utilization Pattern of Multicoloured Broilers,Vasan P.; Dutta Narayan; Mandal A.B.,Animal Nutrition Association,2014.0,
75.0,Insect Meal as a Source of Protein in Animal Diet,Al-Qazzaz M.F.; Ismail D.B.,Animal Nutrition Association,2016.0,
76.0,Lilly acquires Ivy Animal Health,unknown,PJB PUBLICATIONS LTD,2007.0,
77.0,Animal board invited review: advances in proteomics for animal and food sciences,A. M. Almeida; A. Bassols; E. Bendixen; M. Bhide; F. Ceciliani; S. Cristobal; P. D. Eckersall; K. Hollung; F. Lisacek; G. Mazzucchelli; M. McLaughlin; I. Miller; J. E. Nally; J. Plowman; J. Renaut; P. Rodrigues; P. Roncada; J. Staric; R. Turk,Cambridge University Press,2015.0,
78.0,"Non-invasive assessment of animal exercise stress: real-time PCR of GLUT4, COX2, SOD1 and HSP70 in avalanche military dog saliva",S. Diverio; G. Guelfi; O. Barbato; W. Di Mari; M. G. Egidi; M. M. Santoro,Cambridge University Press,2015.0,
79.0,ANIMAL BEHAVIOR AND WELL-BEING SYMPOSIUM: Poultry welfare assessments: Current use and limitations,R. A. Blatchford,American Society of Animal Science [etc.],2017.0,
80.0,Development of automatic surveillance of animal behaviour and welfare using image analysis and machine learned segmentation technique,M. Nilsson; A. H. Herlin; H. Ard철; O. Guzhva; K. 횇str철m; C. Bergsten,Cambridge University Press,2015.0,
81.0,ANIMAL BEHAVIOR AND WELL-BEING SYMPOSIUM: Optimizing outcome measures of welfare in dairy cattle assessment,E. Vasseur,American Society of Animal Science [etc.],2017.0,
82.0,Animal Breeding in the Tropics of Latin America,H. H. Stonaker,American Society of Animal Science [etc.],1971.0,
83.0,More participants expected in animal health training,unknown,PJB PUBLICATIONS LTD,2007.0,
84.0,Brazilian animal health market to grow 6% in 2007,unknown,PJB PUBLICATIONS LTD,2007.0,
85.0,VGX forms animal health subsidiary,unknown,PJB PUBLICATIONS LTD,2007.0,
86.0,Nutreco sells animal breeding business,unknown,PJB PUBLICATIONS LTD,2007.0,
87.0,`Animal Ethics Dilemma': an interactive learning tool for university and professional training,"Hanlon, A. J.; Algers, A.; Dich, T.; Hansen, T.; Loor, H.; Sandoe, P.",UNIVERSITIES FEDERATION FOR ANIMAL WELFARE,2007.0,
88.0,"Cultural variation, animal welfare and telos","Rollin, B. E.",UNIVERSITIES FEDERATION FOR ANIMAL WELFARE,2007.0,
89.0,The value of animal life: how should we balance quality against quantity?,"Sandoe, P.; Christiansen, S. B.",UNIVERSITIES FEDERATION FOR ANIMAL WELFARE,2007.0,
90.0,A hypothetical strategy for the objective evaluation of animal well-being and quality of life using a dog model,"Morton, D. B.",UNIVERSITIES FEDERATION FOR ANIMAL WELFARE,2007.0,
91.0,Tools to measure and improve animal welfare: reward-related behaviour,"van der Harst, J. E.; Spruijt, B. M.",UNIVERSITIES FEDERATION FOR ANIMAL WELFARE,2007.0,
92.0,Emotions and cognition: a new approach to animal welfare,"Boissy, A.; Arnould, C.; Chaillou, E.; Desire, L.; Duvaux-Ponter, C.; Greiveldinger, L.; Leterrier, C.; Richard, S.; Roussel, S.; Saint-Dizier, H.",UNIVERSITIES FEDERATION FOR ANIMAL WELFARE,2007.0,
93.0,Can we really measure animal quality of life? Methodologies for measuring quality of life in people and other animals,"Scott, E. M.; Nolan, A. M.; Reid, J.; Wiseman-Orr, M. L.",UNIVERSITIES FEDERATION FOR ANIMAL WELFARE,2007.0,
94.0,Animal Nutrition in the Tropics-Problems and Solutions,W. H. Pfander,American Society of Animal Science [etc.],1971.0,
95.0,Correction: German animal health market,unknown,PJB PUBLICATIONS LTD,2007.0,
96.0,European organic dairy farmers??preference for animal health management within the farm management system,F. J. S. van Soest; M. C. M. Mourits; H. Hogeveen,Cambridge University Press,2015.0,
97.0,Animal and management factors influencing grower and finisher pig performance and efficiency in European systems: a meta-analysis,S. L. Douglas; O. Szyszka; K. Stoddart; S. A. Edwards; I. Kyriazakis,Cambridge University Press,2015.0,
98.0,Impact of animal density on cattle nutrition in dry Mediterranean rangelands: a faecal near-IR spectroscopy-aided study,S. Y. Landau; L. Dvash; Y. Yehuda; H. Muklada; G. Peleg; Z. Henkin; H. Voet; E. D. Ungar,Cambridge University Press,2018.0,
99.0,"Linseed plus nitrate in the diet for fattening bulls: effects on methane emission, animal health and residues in offal",M. Doreau; M. Arbre; M. Popova; Y. Rochette; C. Martin,Cambridge University Press,2018.0,
100.0,Review: To be or not to be an identifiable model. Is this a relevant question in animal science modelling?,R. Mu챰oz-Tamayo; L. Puillet; J. B. Daniel; D. Sauvant; O. Martin; M. Taghipoor; P. Blavy,Cambridge University Press,2018.0,
1.0,EUROPEAN UNION ENLARGEMENT: EFFECTS ON UK ANIMAL AGRICULTURE,"Knowles, A.","Nottingham:; Nottingham University Press,",2006.0,
2.0,ANTIOXIDANTS IN ANIMAL PRODUCTS,"Paganga, G.","Nottingham:; Nottingham University Press,",2006.0,
3.0,Canis lupus familiaris as relevant animal model for breast cancer ??a comparative oncology review,"Raduly, Lajos; Cojocneanu-Petric, Roxana; Sarpataki, Orsolya; Chira, Sergiu; Atanasov, Atanas G.; Braicu, Cornelia; Berindan-Neagoe, Ioana; Marcus, Ioan",Institute of Genetics and Animal Breeding,2018.0,
4.0,"Using cluster analysis and choice-based conjoint in research on consumers preferences towards animal origin food products. Theoretical review, results and recommendations","Tekie흦, Agnieszka; Gutkowska, Krystyna; 탈akowska-Biemans, Sylwia; J처탄wik, Artur; Krotki, Monika",Institute of Genetics and Animal Breeding,2018.0,
5.0,"Design and implementation of a database enhancing the collection, management and analysis of data in an animal sciences project","P흢awi흦ska-Czarnak, Joanna; Ochnio, Luiza; Zarzy흦ska, Joanna; Bogdan, Janusz; Kaba, Jaros흢aw; Majewska, Alicja; Bagnicka, Emilia",Institute of Genetics and Animal Breeding,2018.0,
6.0,"Integrating social networks, animal personalities, movement ecology and parasites: a framework with examples from a lizard","Sih, Andrew; Spiegel, Orr; Godfrey, Stephanie; Leu, Stephan; Bull, C. Michael","Elsevier Science B.V., Amsterdam",2018.0,
7.0,Special Focus on Kansas City Animal Health Corridor,unknown,PJB PUBLICATIONS LTD,2007.0,
8.0,Alpharma Animal Health flat first quarter,unknown,PJB PUBLICATIONS LTD,2007.0,
9.0,Reviewers of Animal for 2017,unknown,Cambridge University Press,2017.0,
10.0,Effect of animal mixing as a stressor on biomarkers of autophagy and oxidative stress during pig muscle maturation,A. Rubio-Gonz찼lez; Y. Potes; D. Ill찼n-Rodr챠guez; I. Vega-Naredo; V. Sierra; B. Caballero; E. F횪brega; A. Velarde; A. Dalmau; M. Oliv찼n; A. Coto-Montes,Cambridge University Press,2015.0,
11.0,Review: Deciphering animal robustness. A synthesis to facilitate its use in livestock breeding and management,N. C. Friggens; F. Blanc; D. P. Berry; L. Puillet,Cambridge University Press,2017.0,
12.0,"Reducing the CP content in broiler feeds: impact on animal performance, meat quality and nitrogen utilization",P. Belloir; B. M챕da; W. Lambert; E. Corrent; H. Juin; M. Lessire; S. Tesseraud,Cambridge University Press,2017.0,
13.0,Animal board invited review: genetic possibilities to reduce enteric methane emissions from ruminants,N. K. Pickering; V. H. Oddy; J. Basarab; K. Cammack; B. Hayes; R. S. Hegarty; J. Lassen; J. C. McEwan; S. Miller; C. S. Pinares-Pati챰o; Y. de Haas,Cambridge University Press,2015.0,
14.0,"Editorial: Pigs crying, silent fish and other stories about animal welfare assessment",I. Veissier; H. Spoolder; J. Rushen; L. Mounier,Cambridge University Press,2016.0,
15.0,Societal views and animal welfare science: understanding why the modified cage may fail and other stories,D. M. Weary; B. A. Ventura; M. A. G. von Keyserlingk,Cambridge University Press,2016.0,
16.0,Sequential sampling: a novel method in farm animal welfare assessment,C. A. E. Heath; D. C. J. Main; S. Mullan; M. J. Haskell; W. J. Browne,Cambridge University Press,2016.0,
17.0,Main animal welfare problems in ruminant livestock during preslaughter operations: a South American view,C. B. Gallo; S. M. Huertas,Cambridge University Press,2016.0,
18.0,Animal performance and meat characteristics in steers reared in intensive conditions fed with different vegetable oils,T. Castro; A. Cabezas; J. De la Fuente; B. Isabel; T. Manso; V. Jimeno,Cambridge University Press,2016.0,
19.0,Do nurse sows and foster litters have impaired animal welfare? Results from a cross-sectional study in sow herds,J. T. S첩rensen; T. Rousing; A. B. Kudahl; H. J. Hansted; L. J. Pedersen,Cambridge University Press,2016.0,
20.0,Why are most EU pigs tail docked? Economic and ethical analysis of four pig housing and management scenarios in the light of EU legislation and animal welfare outcomes,R. B. D?섷ath; J. K. Niemi; B. Vosough Ahmadi; K. M. D. Rutherford; S. H. Ison; S. P. Turner; H. T. Anker; T. Jensen; M. E. Busch; K. K. Jensen; A. B. Lawrence; P. Sand첩e,Cambridge University Press,2016.0,
21.0,Ossification score is a better indicator of maturity related changes in eating quality than animal age,S. P. F. Bonny; D. W. Pethick; I. Legrand; J. Wierzbicki; P. Allen; L. J. Farmer; R. J. Polkinghorne; J.-F. Hocquette; G. E. Gardner,Cambridge University Press,2016.0,
22.0,Review: Animal model and the current understanding of molecule dynamics of adipogenesis,C. F. Campos; M. S. Duarte; S. E. F. Guimar찾es; L. L. Verardo; S. Wei; M. Du; Z. Jiang; W. G. Bergen; G. J. Hausman; M. Fernyhough-Culver; E. Albrecht; M. V. Dodson,Cambridge University Press,2016.0,
23.0,Multiple-breed reaction norm animal model accounting for robustness and heteroskedastic in a Nelore-Angus crossed population,M. M. Oliveira; M. L. Santana; F. F. Cardoso,Cambridge University Press,2016.0,
24.0,Animal Board Invited Review: Sheep birth distribution in past herds: a review for prehistoric Europe (6th to 3rd millennia BC),M. Balasse; A. Tresset; A. B훱l훱힊escu; E. Blaise; C. Tornero; H. Gandois; D. Fiorillo; 횋. 횁. Nyerges; D. Fr챕mondeau; E. Banffy; M. Ivanova,Cambridge University Press,2017.0,
25.0,Comparing irrigated biodynamic and conventionally managed dairy farms. 2. Milk production and composition and animal health,"Burkitt, L. L.; Wales, W. J.; McDonald, J. W.; Small, D. R.; Jenkin, M. L.",CSIRO,2007.0,
26.0,DEFRA gives GBP1.6m to animal health,unknown,PJB PUBLICATIONS LTD,2007.0,
27.0,Overexpression of GRF Encapsulated in PLGA Microspheres in Animal Skeletal Muscle Induces Body Weight Gain,"Zhang, J.-l.; Ren, X.-h.; Liu, S.-c.; Dai, J.-w.; Hao, L.-l.; Jiang, Q.-y.",Taylor & Francis,2007.0,
28.0,Selenium in Food Chain and Animal Nutrition: Lessons from Nature -Review-,"Lyons, M. P.; Papazyan, T. T.; Surai, P. F.",THE ASIAN-AUSTRALASIAN ASSOCIATION OF ANIMAL,2007.0,
29.0,"Essential oils in the diet of young bulls: Effect on animal performance, digestibility, temperament, feeding behaviour and carcass characteristics","Ornaghi, Mariana G.; Passetti, Rodrigo A.C.; Torrecilhas, Juliana A.; Mottin, Camila; Vital, Ana Carolina P.; Guerrero, Ana; Sa챰udo, Carlos; del Mar Campo, Maria; Prado, Ivanor N.","Elsevier Science B.V., Amsterdam.",2017.0,
30.0,Gastrointestinal functionality in animal nutrition and health: New opportunities for sustainable animal production,"Celi, P.; Cowieson, A.J.; Fru-Nji, F.; Steinert, R.E.; Kluenter, A.-M.; Verlhac, V.","Elsevier Science B.V., Amsterdam.",2017.0,
31.0,Effects of yellow mealworm larvae (Tenebrio molitor) inclusion in diets for female broiler chickens: implications for animal health and gut histology,"Biasato, I.; Gasco, L.; De Marco, M.; Renna, M.; Rotolo, L.; Dabbou, S.; Capucchio, M.T.; Biasibetti, E.; Tarantola, M.; Bianchi, C.; Cavallarin, L.; Gai, F.; Pozzo, L.; Dezzutto, D.; Bergagna, S.; Schiavone, A.","Elsevier Science B.V., Amsterdam.",2017.0,
32.0,UK to resume animal exports,unknown,PJB PUBLICATIONS LTD,2007.0,
33.0,FDA 2008 animal drug user fees,unknown,PJB PUBLICATIONS LTD,2007.0,
34.0,"Animal Grouping Strategies, Sources of Variation, and Economic Factors Affecting Nutrient","St.-Pierre, N.R",American Society of Animal Science [etc.],1999.0,
35.0,Animal host?뱈icrobe interactions,"Hoye, Bethany J.; Fenton, Andy",Wiley-Blackwell,2018.0,
36.0,Animal breeding learning from machine learning,"P챕rez?륟nciso, M.","John Wiley & Sons, Ltd",2017.0,
37.0,IIL enters animal feed segment,unknown,PJB PUBLICATIONS LTD,2007.0,
38.0,Fleishman animal care group,unknown,PJB PUBLICATIONS LTD,2007.0,
39.0,Agrosecurity for concentrated animal feeding operations (CAFOs): Commentary on recent planning activities,"DeOtte, R. E.",Cambridge University Press,2007.0,
40.0,Developing a HACCP-like system for improving animal health and welfare in organic egg production - based on an expert panel analysis,"Hegelund, L.; Sorensen, J. T.",CAMBRIDGE UNIVERSITY PRESS,2007.0,
41.0,"Corrigendum to ""Macaques attend to scratching in others"" [Animal Behaviour 122 (2016) 169??75]","Whitehouse, Jamie; Micheletta, J챕r척me; Kaminski, Juliane; Waller, Bridget M.","Elsevier Science B.V., Amsterdam",2017.0,
42.0,"Corrigendum to ""Weather as a proximate explanation for fission?밼usion dynamics in female northern long-eared bats"" [Animal Behaviour, 122 (2016) 47??7]","Patriquin, Krista J.; Leonard, Marty L.; Broders, Hugh G.; Ford, W. Mark; Britzke, Eric R.; Silvis, Alexander","Elsevier Science B.V., Amsterdam",2017.0,
43.0,In Focus:Featured Articles in This Month's Animal Behaviour,unknown,"Elsevier Science B.V., Amsterdam",2007.0,
44.0,Laboratory Animal Allergy - research into research workers,"Szram, J.; Jeal, H.",IAT,2007.0,
45.0,"Regulatory options for exchange, use and conservation of animal genetic resources: a closer look at property right issues","Tvedt, M. W.; Hiemstra, S. J.; Drucker, A. G.; Louwaars, N.; Oldenbroek, J. K.",FOOD AND AGRICULTUR ORGANIZATION,2007.0,
46.0,"Back to the future. How scenarios of future globalisation, biotechnology, disease and climate change can inform present animal genetic resources policy development","Drucker, A. G.; Hiemstra, S. J.; Louwaars, N.; Oldenbroek, J. K.; Tvedt, M. W.; Hoffmann, I.; Awgichew, K.; Kebede, S. A.; Bhat, P. N.; da Silva Mariante, A.",FOOD AND AGRICULTUR ORGANIZATION,2007.0,
47.0,"Corrigendum to Wild jackdaws, Corvus monedula, recognize individual humans and may respond to gaze direction with defensive behaviour. Animal Behaviour, 108, 17??4",unknown,"Elsevier Science B.V., Amsterdam",2015.0,
48.0,Featured Articles in This Month's Animal Behaviour,"Sendova-Franks, Ana; Foster, Susan A.","Elsevier Science B.V., Amsterdam",2015.0,
49.0,"What's on the menu? Options for strengthening the policy and regulatory framework for the exchange, use and conservation of animal genetic resources1","Hiemstra, S. J.; Drucker, A. G.; Tvedt, M. W.; Louwaars, N.; Oldenbroek, J. K.; Awgichew, K.; Kebede, S. A.; Bhat, P. N.; da Silva Mariante, A.",FOOD AND AGRICULTUR ORGANIZATION,2007.0,
50.0,Integrating policies for the management of animal genetic resources with demand for livestock products and environmental sustainability,"Blackburn, H. D.",FOOD AND AGRICULTUR ORGANIZATION,2007.0,
51.0,"Genetic diversity and sustainable management of animal genetic resources, globally","Fimland, E.",FOOD AND AGRICULTUR ORGANIZATION,2007.0,
52.0,Passing on the fire - To further inspire people to contribute in the management of animal genetic resources,"Kubbinga, B.; Hoffmann, I.; Scherf, B.",FOOD AND AGRICULTUR ORGANIZATION,2007.0,
53.0,"Corrigendum to ""A multifactorial investigation of captive chimpanzees' intraspecific gestural laterality"" [Animal Behaviour 116 (2016) 31??3]","Prieur, Jacques; Pika, Simone; Barbu, St챕phanie; Blois-Heulin, Catherine","Elsevier Science B.V., Amsterdam",2017.0,
54.0,"Corrigendum to ""Do friends help each other? Patterns of female coalition formation in wild bonobos at Wamba"" [Animal Behaviour, 119혻(2016), 27??5]","Tokuyama, Nahoko; Furuichi, Takeshi","Elsevier Science B.V., Amsterdam",2017.0,
55.0,Multiplex Assay for Identifying Animal Species Found in the Tibetan Area Using the Mitochondrial 12S rRNA Gene,"Lee, Jung Nam; Jiang, MingFeng; Wen, YongLi; Li, ShiLin; Yuan, GuoRong",Taylor & Francis,2018.0,
56.0,Inhibitory effects of several flavonoids on prostaglandin production and E-selectin expression in cultured animal cells,"Takano-Ishikawa, Y.; Goto, M.; Yamaki, K.",Kluwer Academic Publishers,2003.0,
57.0,Measuring the economic impacts of Fusarium toxins in animal feeds,"Wu, F.","Elsevier Science B.V., Amsterdam.",2007.0,
58.0,Animal use in higher education in the SEE (South Eastern Europe) Region,"Knezevic, G.",ELSEVIER SCIENCE B.V. AMSTERDAM,2004.0,
59.0,Key determinants of pig welfare: implications of animal management and housing design on livestock welfare,"Hemsworth, P. H.",CSIRO PUBLISHING,2018.0,
60.0,Ensiling characteristics of daikon (Raphanus sativus) by-product and its potential as an animal feed resource,"Okine, A.; Yimamu, A.; Hanada, M.; Izumita, M.; Zunong, M.; Okamoto, M.","Elsevier Science B.V., Amsterdam.",2007.0,
61.0,2007 Animal Science Journal Excellent Paper Awards,unknown,Blackwell Publishing Ltd.,2007.0,
62.0,Predicting the dynamics of animal behaviour in field populations,"Henson, S. M.; Dennis, B.; Hayward, J. L.; Cushing, J. M.; Galusha, J. G.","Elsevier Science B.V., Amsterdam",2007.0,
63.0,Ethical regulation and animal science: why animal behaviour is not so special,"Cuthill, I. C.","Elsevier Science B.V., Amsterdam",2007.0,
64.0,Ethical regulation and animal science: why animal behaviour is special,"Barnard, C.","Elsevier Science B.V., Amsterdam",2007.0,
65.0,In Focus:Featured Articles in This Month's Animal Behaviour,unknown,"Elsevier Science B.V., Amsterdam",2007.0,
66.0,Animal health product sales fall in Japan,unknown,PJB PUBLICATIONS LTD,2007.0,
67.0,Animal testing alternatives,unknown,PJB PUBLICATIONS LTD,2007.0,
68.0,Pfizer to add animal health jobs in US,unknown,PJB PUBLICATIONS LTD,2007.0,
69.0,Bayer and Kansas University to offer animal health MBA,unknown,PJB PUBLICATIONS LTD,2007.0,
70.0,Suppression of free radical-induced mutation of animal cell genes by food factors,"Murakami, A.; Kim, H.-W.; Williams, M. V.; Ohigashi, H.",Kluwer Academic Publishers,2003.0,
71.0,Understanding animal social structure: exponential random graph models in animal behaviour research,"Silk, Matthew J.; Fisher, David N.","Elsevier Science B.V., Amsterdam",2017.0,
72.0,Mammal trapping: a review of animal welfare standards of killing and restraining traps,"Iossa, G.; Soulsbury, C. D.; Harris, S.",UNIVERSITIES FEDERATION FOR ANIMAL WELFARE,2007.0,
73.0,"Deoxynivalenol: Toxicity, mechanisms and animal health risks","Pestka, J. J.","Elsevier Science B.V., Amsterdam.",2007.0,
74.0,Mycotoxigenic Fusarium species in animal feed,"Glenn, A. E.","Elsevier Science B.V., Amsterdam.",2007.0,
75.0,The use of reproductive and molecular biotechnology in Animal Genetic Resources management - a global overview,"Pilling, D.; Cardellino, R.; Zjalic, M.; Rischkowsky, B.; Tempelman, K. A.; Hoffmann, I.",FOOD AND AGRICULTUR ORGANIZATION,2007.0,
76.0,A gene mutation which changed animal behaviour: Margaret Bastock and the yellow fly,"Cobb, M.","Elsevier Science B.V., Amsterdam",2007.0,
77.0,In Focus:Featured Articles in This Month's Animal Behaviour,"Barrett, L.; Breed, M.","Elsevier Science B.V., Amsterdam",2007.0,
78.0,"Animal Law and Ethics: Reflecting on European, American, and Asian Concepts",Eveline Schneider Kayasseh,Altex,2012.0,
79.0,Animal models of Alzheimer disease: historical pitfalls and a path forward,Sarah E. Cavanaugh; John J. Pippin; Neal D. Barnard,Altex,2014.0,
